AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME|SPAZIDIDATTICI|AULAMAGNA|MENSA|PALESTRAPISCINA|SPAZIAMMINISTRATIVI|SCUOLABUS|TRASPORTIPUBBLICIURBANI|TRASPORTIPUBBLICIINTERURBANI|TRASPORTIFERROVIARI|MEZZIPRIVATI|TRASPORTODISABILI|Linea_finanziamento|COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|COD_PRINC|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento|DESCRIZIONE_SINTETICA_CUP|ANNO_DECISIONE|STATO_PROGETTO|COSTO_PROGETTO|FINANZIAMENTO_PROGETTO|CODICE_STATO|STATO|CODICE_AREA_GEOGRAFICA|AREA_GEOGRAFICA|CODICE_REGIONE|CODICE_PROVINCIA|SIGLA_PROVINCIA|CODICE_COMUNE|PIVA_CODFISCALE_SOG_TITOLARE|SOGGETTO_TITOLARE|INDIRIZZO_SOG_TITOLARE|TIPO_INDIRIZZO_SOG_TITOLARE|NUM_CIVICO_SOG_TITOLARE|LOCALITA_SOG_TITOLARE|CAP_SOGGETTO_TITOLARE|COMUNE_SOGGETTO_TITOLARE|CODICE_COMUNE_SOGG_TITOLARE|CODICE_SOTTOCATEG_SOGGETTO|SOTTOCATEGORIA_SOGGETTO|CODICE_CATEGORIA_SOGGETTO|CATEGORIA_SOGGETTO|CODICE_AREA_SOGGETTO|AREA_SOGGETTO|CODICE_NATURA_INTERVENTO|NATURA_INTERVENTO|CODICE_TIPO_INTERVENTO|TIPOLOGIA_INTERVENTO|CODICE_AREA_INTERVENTO|AREA_INTERVENTO|CODICE_SETTORE_INTERVENTO|SETTORE_INTERVENTO|CODICE_SOTTOSETTORE_INTERVENTO|SOTTOSETTORE_INTERVENTO|CODICE_CATEGORIA_INTERVENTO|CATEGORIA_INTERVENTO|SOGGETTO_RICHIEDENTE|TIPOLOGIA_CUP|DESCRIZIONE_INTERVENTO|STRUTTURA_INFRASTRUTTURA|INDIRIZZO_INTERVENTO|NUMERO_DELIBERA_CIPE|ANNO_DELIBERA|FLAG_LEGGE_OBIETTIVO|FINANZA_PROGETTO|FLAG_TIPO_GENERICO|CUP_IN_RELAZIONE|RUOLO_IN_RELAZIONE|DESC_TIPO_RELAZIONE|DATA_ULTIMA_MODIFICA_SSC|DATA_ULTIMA_MODIFICA_UTENTE|DATA_CHIUSURA_REVOCA|CODICE_LOCALE_PROGETTO|CODICE_STRUMENTO_PROGRAM|STRUMENTO_PROGRAMMAZIONE|CODICE_COPERTURA_FINANZIARIA|COPERTURA_FINANZIARIA|SPONSORIZZAZIONI|ALTRE_INFORMAZIONI|DATA_GENERAZIONE_CUP|CONTROLLO_QUALITA|CUP_MASTER|RAGIONI_COLLEGAMENTO|LINK_OPENCOESIONE|LINK_SCUOLE_SICURE
NORD OVEST|CNIC80700N|CNEE80702R|SALMOUR-CAPOLUOGO|SALMOUR|SCUOLA PRIMARIA|PIAZZA DONATORI DI SANGUE N. 1|CUNEO|PIEMONTE|0042020001|CN|Attivo|NO|NO|SI|Non classificato a rischio|SI|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|2.0|1.076,00|598,00|3.250,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC812005|CNEE81207D|MONASTERO DI VASCO|MONASTERO DI VASCO|SCUOLA PRIMARIA|PIAZZA DON DHO|CUNEO|PIEMONTE|0041260003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2013|Informazione assente|-|Informazione assente|1.0|4.420,00|3.509,00|3.592,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC813001|CNEE813024|SALE DELLE LANGHE - CAPOLUOGO|SALE DELLE LANGHE|SCUOLA PRIMARIA|VIA ROMA|CUNEO|PIEMONTE|0041990001|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1970|Informazione assente|-|Informazione assente|4.0|775,00|336,00|5.400,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|SI|SI|SI|SI|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Sale delle Langhe|Amministrazione comunale|2017-11-28|2016-09-01|2018-06-30|COMUNE di Sale delle Langhe|COMUNE||||44.394185|8.079377000000001|Adeguamento impiantistica e/o antincendio , Efficientamento energetico , Accessibilit� e abbattimento delle barriere architettoniche , Adeguamento sismico|Cantiere aperto|C61E15000400006|191319.0|17729.45|SCUOLA INTERCOMUNALE DELL'INFANZIA E PRIMARIA*VIA ROMA*RISTRUTTURAZIONE E ADEGUAMENTO NORMATIVO|2015|ATTIVO|191319|191319|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4199.0|00475290045|COMUNE DI SALE DELLE LANGHE - CUNEO -|ROMA|VIA|55|SALE DELLE LANGHE|12070|SALE DELLE LANGHE|4199.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI SALE DELLE LANGHE - CUNEO -|NORMALE|RISTRUTTURAZIONE E ADEGUAMENTO NORMATIVO|SCUOLA INTERCOMUNALE DELL'INFANZIA E PRIMARIA|VIA ROMA|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||99.0|ALTRO|2.0|REGIONALE|NON PREVISTE||29-JUL-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101418
NORD OVEST|CNIC813001|CNEE813024|SALE DELLE LANGHE - CAPOLUOGO|SALE DELLE LANGHE|SCUOLA PRIMARIA|VIA ROMA|CUNEO|PIEMONTE|0041990001|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1970|Informazione assente|-|Informazione assente|4.0|775,00|336,00|5.400,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|SI|SI|SI|SI|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Sale delle Langhe|Amministrazione comunale|2017-11-28|2016-09-01|2018-06-30|COMUNE di Sale delle Langhe|COMUNE||||44.394185|8.079377000000001|Adeguamento impiantistica e/o antincendio , Efficientamento energetico , Accessibilit� e abbattimento delle barriere architettoniche , Adeguamento sismico|Cantiere aperto|C61E15000400006|191319.0|17729.45|SCUOLA INTERCOMUNALE DELL'INFANZIA E PRIMARIA*VIA ROMA*RISTRUTTURAZIONE E ADEGUAMENTO NORMATIVO|2015|ATTIVO|191319|191319|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4199.0|00475290045|COMUNE DI SALE DELLE LANGHE - CUNEO -|ROMA|VIA|55|SALE DELLE LANGHE|12070|SALE DELLE LANGHE|4199.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI SALE DELLE LANGHE - CUNEO -|NORMALE|RISTRUTTURAZIONE E ADEGUAMENTO NORMATIVO|SCUOLA INTERCOMUNALE DELL'INFANZIA E PRIMARIA|VIA ROMA|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||99.0|ALTRO|4.0|COMUNALE|NON PREVISTE||29-JUL-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101418
NORD OVEST|CNIC83100E|CNEE83104Q|SCARNAFIGI - CAPOL.|SCARNAFIGI|SCUOLA PRIMARIA|P.ZZA EUROPA N. 1|CUNEO|PIEMONTE|0042170002|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1995|Informazione assente|-|Informazione assente|2.0|3.814,00|-|2.890,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|NO|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC813001|CNEE813035|CEVA - CAPOLUOGO|CEVA|SCUOLA PRIMARIA|PIAZZA GALLIANO 4|CUNEO|PIEMONTE|0040660002|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1935|Informazione assente|-|Informazione assente|3.0|-|-|11.623,00|Esiste|Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|SI|SI|SI|SI|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Ceva|Amministrazione comunale|2017-11-28|2017-06-12|2017-07-28|COMUNE di Ceva|COMUNE||||44.384275|8.031825|Accessibilita` e abbattimento delle barriere architettoniche, rifacimento tetto scuola elementare e messa in sicurezza|Concluso|C84H16000580004|88490.35|84381.56|INTERVENTI DI MANUTENZIONE STRAORDINARIA ,RIGENERAZIONE E ACCESSIBILITA? E MESSA IN SICUREZZA DELLA SCUOLA ELEMENTARE G.GALLIANO E DELLA SCUOLA MEDIA A.MOMIGLIANO*VIA PIO BOCCA E VIA BORGOGNONE*MANUTENZIONE STRAORDINARIA DEL TETTO SCUOLA ELEMENTARE,SOSTITUZIONE PORTE DI ACCESSO SCUOLA MEDIA,FORNITURA E POSA PROTEZIONI DI SICIUREZZA AI TERMOSIFONI|2016|ATTIVO|88890|88890|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4066.0|00480720044|COMUNE DI CEVA - CN -|VITTORIO EMANUELE II|PIAZZA|17|CEVA|12073|CEVA|4066|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI CEVA - CN -|NORMALE|MANUTENZIONE STRAORDINARIA DEL TETTO SCUOLA ELEMENTARE,SOSTITUZIONE PORTE DI ACCESSO SCUOLA MEDIA,FORNITURA E POSA PROTEZIONI DI SICIUREZZA AI TERMOSIFONI|INTERVENTI DI MANUTENZIONE STRAORDINARIA ,RIGENERAZIONE E ACCESSIBILITA? E MESSA IN SICUREZZA DELLA SCUOLA ELEMENTARE G.GALLIANO E DELLA SCUOLA MEDIA A.MOMIGLIANO|VIA PIO BOCCA E VIA BORGOGNONE|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|SI||||||||0|ASSENTE|4|COMUNALE|NON PREVISTE||18-MAY-16|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101393
NORD OVEST|CNIC813001|CNEE813035|CEVA - CAPOLUOGO|CEVA|SCUOLA PRIMARIA|PIAZZA GALLIANO 4|CUNEO|PIEMONTE|0040660006|CN|Attivo|NO|NO|SI|Non Comunicato|NO|SI|NO|1935|Informazione assente|-|Informazione assente|2.0|1.280,00|731,00|4.419,00|Esiste|Non Esiste|Non Comunicato|Esiste|Esiste|SI|SI|SI|SI|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC813001|CNEE813046|LESEGNO - CAPOLUOGO|LESEGNO|SCUOLA PRIMARIA|VIA VIARIS 5|CUNEO|PIEMONTE|0041080001|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1970|Informazione assente|-|Informazione assente|3.0|1.350,00|934,00|4.624,00|Non Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC813001|CNEE813057|MOMBASIGLIO - CAPOLUOGO|MOMBASIGLIO|SCUOLA PRIMARIA|P.ZA MUNICIPIO 1|CUNEO|PIEMONTE|0041250001|CN|Attivo|-|-|-|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|2.0|872,00|400,00|2.152,00|Non Esiste|Non Esiste|Esiste|Esiste|Non Esiste|NO|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC813001|CNEE813068|VIOLA - CAPOLUOGO|VIOLA|SCUOLA PRIMARIA|PIAZZA MARCONI 2|CUNEO|PIEMONTE|0042490001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|231,00|-|855,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC812005|CNEE81206C|VILLANOVA M. - FRAZ. PASCO|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|STRADA F.LLI BISCIA 14|CUNEO|PIEMONTE|0042450003|CN|Attivo|NO|NO|SI|Non Comunicato|-|SI|NO|1894|Informazione assente|-|Informazione assente|2.0|669,00|532,00|552,00|Esiste|Non Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC812005|CNEE81206C|VILLANOVA M. - FRAZ. PASCO|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|STRADA F.LLI BISCIA 14|CUNEO|PIEMONTE|0042450005|CN|Attivo|NO|NO|NO|Non Comunicato|-|SI|NO|2005|Informazione assente|-|Informazione assente|2.0|1.196,00|848,00|2.053,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|NO|NO|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC83100E|CNEE83105R|CARDE' - CAPOL.|CARDE'|SCUOLA PRIMARIA|VIA MORETTA, 21|CUNEO|PIEMONTE|0040420001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|1968|Informazione assente|-|Informazione assente|4.0|3.630,00|2.910,00|3.837,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|NO|NO|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC83100E|CNEE83105R|CARDE' - CAPOL.|CARDE'|SCUOLA PRIMARIA|VIA MORETTA, 21|CUNEO|PIEMONTE|0040420003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1988|Informazione assente|-|Informazione assente|1.0|-|-|4.537,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|NO|NO|SI|NO|SI|NO|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Cardè|MIUR|2017-07-31|2016-07-05|2016-07-27|CARDE`|COMUNE|CNIC83100E|||44.743644|7.481766|Manutenzione straordinaria|Concluso|I29E13000230004|120000.0|119002.83|COPERTURA PALESTRA AD USO SCOLASTICO*VIA MORETTA 21*LAVORI DI MANUTENZIONE STRAORDINARIA COPERTURA PALESTRA AD USO SCOLASTICO CON RIMOZIONE E BONIFICA FIBROCEMENTO|2013|ATTIVO|120000|120000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4042.0|85002490044|COMUNE DI CARDE' - CUNEO -|MARTIRI DELLA LIBERTA'|PIAZZA|2||12030|CARDE'|4042|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI CARDE' - CUNEO -|NORMALE|LAVORI DI MANUTENZIONE STRAORDINARIA COPERTURA PALESTRA AD USO SCOLASTICO CON RIMOZIONE E BONIFICA FIBROCEMENTO|COPERTURA PALESTRA AD USO SCOLASTICO|VIA MORETTA 21|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||30-NOV-17||||00|ASSENTE|004|COMUNALE|NON PREVISTE||25-MAR-14|Il corredo informativo di questo CUP è stato visionato, almeno parzialmente||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=98239
NORD OVEST|CNIC83100E|CNEE83106T|MORETTA - CAPOL.|MORETTA|SCUOLA PRIMARIA|VIA ROMA,32|CUNEO|PIEMONTE|0041430003|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1934|Informazione assente|-|Informazione assente|2.0|4.900,00|4.020,00|8.018,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|NO|NO|SI|NO|SI|NO|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Moretta|Amministrazione comunale|2017-12-15|2018-03-26|2018-09-08|Moretta|COMUNE||||44.7648|7.541002000000001|Bonifica amianto|In approvazione|J41E15000420004|940000.0|510226.0|RICONVERSIONE FUNZIONALE E ABBATTIMENTO BARRIERE ARCHITETTONICHE*VIA ROMA*RICONVERSIONE FUNZIONALE E ABBATTIMENTO BARRIERE ARCHITETTONICHE PER LA REALIZZAZIONE DI UN LOCALE MENSA E ASCENSORE|2015|ATTIVO|940000|940000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4143.0|85001650044|COMUNE DI MORETTA - CUNEO -|PIAZZA UMBERTO I°||1||12033|MORETTA|4143|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI MORETTA - CUNEO -|NORMALE|RICONVERSIONE FUNZIONALE E ABBATTIMENTO BARRIERE ARCHITETTONICHE PER LA REALIZZAZIONE DI UN LOCALE MENSA E ASCENSORE|RICONVERSIONE FUNZIONALE E ABBATTIMENTO BARRIERE ARCHITETTONICHE|VIA ROMA|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO|||||11-JUL-16|||00|ASSENTE|004|COMUNALE|NON PREVISTE||04-NOV-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=
NORD OVEST|CNIC83100E|CNEE83106T|MORETTA - CAPOL.|MORETTA|SCUOLA PRIMARIA|VIA ROMA,32|CUNEO|PIEMONTE|0041430005|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|1.0|1.994,00|1.374,00|2.790,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|NO|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85800E|CNEE85804Q|MONDOVI' - CAP. LOC. CARASSONE|MONDOVI'|SCUOLA PRIMARIA|PIAZZA SAN GIOVANNI IN LUPAZZANIO N.8|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNEE85901C|MONDOVI' -  ALTIPIANO|MONDOVI'|SCUOLA PRIMARIA|VIA MATTEOTTI N. 9|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNEE85902D|MONDOVI' - CAP. BORGO ARAGNO|MONDOVI'|SCUOLA PRIMARIA|CORSO MILANO 32|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNEE85903E|MONDOVI' - BREOLUNGI|MONDOVI'|SCUOLA PRIMARIA|FRAZ. BREOLUNGI|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNEE85904G|MONDOVI' -FRAZ. S.ANNA AVAGNINA|MONDOVI'|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNEE85905L|PIANFEI - CAPOL.|PIANFEI|SCUOLA PRIMARIA|VIA ROMA 99/F|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC81600C|CNEE81601E|CASTELLETTO UZZONE - CAPOL.|CASTELLETTO UZZONE|SCUOLA PRIMARIA|PIAZZA DELLA CHIESA, 6|CUNEO|PIEMONTE|0040500001|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1957|Informazione assente|-|Informazione assente|2.0|1.500,00|866,00|848,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC81600C|CNEE81603L|CORTEMILIA - CAPOLUOGO|CORTEMILIA|SCUOLA PRIMARIA|VIA SALINO  1|CUNEO|PIEMONTE|0040730001|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1980|Informazione assente|-|Informazione assente|3.0|3.290,00|2.334,00|8.555,00|Esiste|Non Esiste|Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Cortemilia|Amministrazione Comunale|2017-09-30|2017-06-19|2017-08-25|COMUNE di Cortemilia|COMUNE|CNIC81600C|||44.583168|8.191230000000001|Efficentamento energetico|Concluso|H66J17000010004|205000.0|124000.0|SCUOLA MATERNA ED ELEMENTARE*VIA SALINO 1*LAVORI DI COMPLETAMENTO DELLA MESSA IN SICUREZZA E SALUBRITÀ DELLA SCUOLA ELEMENTARE E MATERNA CON OPERE VOLTE AL CONTESTUALE CONTENIMENTO DELLE EMISSIONI DERIVANTI DALLA SPESA ENERGETICA.|2017|CHIUSO|205000|205000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4073.0|00291520047|COMUNE DI CORTEMILIA - CUNEO -|EINAUDI|CORSO|1|CORTEMILIA|12074|CORTEMILIA|4073|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|9.0|MANUTENZIONE STRAORDINARIA CON EFFICIENTAMENTO ENERGETICO|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI CORTEMILIA - CUNEO -|NORMALE|LAVORI DI COMPLETAMENTO DELLA MESSA IN SICUREZZA E SALUBRITÀ DELLA SCUOLA ELEMENTARE E MATERNA CON OPERE VOLTE AL CONTESTUALE CONTENIMENTO DELLE EMISSIONI DERIVANTI DALLA SPESA ENERGETICA.|SCUOLA MATERNA ED ELEMENTARE|VIA SALINO 1|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||31-OCT-17||0.0|ASSENTE|4.0|COMUNALE|NON PREVISTE||10-FEB-17|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=106248
